,group,recommend,typeNames,method,location,overallScore
7,Ling,,Ling Ling,Handlines and pole-lines (hand-operated),Marine Stewardship Council Certified Fisheries (Faroe Islands tusk & ling),10.0
8,Ling,,Ling Ling,Longlines,"Marine Stewardship Council Certified Fisheries (ISF Iceland saithe, ling, Atlantic wolffish and plaice)",10.0
9,Ling,,Ling Ling,Bottom trawls,Marine Stewardship Council Certified Fisheries (ISF Iceland),10.0
10,Ling,,Ling Ling,Handlines and pole-lines (mechanized),Marine Stewardship Council Certified Fisheries (ISF Iceland),10.0
11,Ling,,Ling Ling,Gillnets,Marine Stewardship Council Certified Fisheries (ISF Iceland),10.0
12,Ling,,"Ling, Blue Ling",Pots,Marine Stewardship Council Certified Fisheries (Northeast Atlantic),10.0
13,Ling,,"Ling, Blue Ling",Longlines,Marine Stewardship Council Certified Fisheries (Northeast Atlantic),10.0
14,Ling,,"Ling, Blue Ling",Shrimp trawls,Marine Stewardship Council Certified Fisheries (ISF Iceland),10.0
15,Ling,,"Ling, Blue Ling",Nephrops trawls,Marine Stewardship Council Certified Fisheries (ISF Iceland),10.0
16,Ling,,"Ling, Blue Ling",Otter trawls,Marine Stewardship Council Certified Fisheries (ISF Iceland),10.0
17,Ling,,"Ling, Blue Ling",Longlines,Marine Stewardship Council Certified Fisheries (ISF Iceland),10.0
18,Ling,,"Ling, Blue Ling",Handlines and pole-lines (mechanized),Marine Stewardship Council Certified Fisheries (ISF Iceland),10.0
19,Ling,,"Ling, Blue Ling",Gillnets,Marine Stewardship Council Certified Fisheries (ISF Iceland),10.0
20,Ling,,"Ling, Blue Ling",Danish seines,Marine Stewardship Council Certified Fisheries (ISF Iceland),10.0
21,Ling,,"Ling, Blue Ling",Gillnets,Marine Stewardship Council Certified Fisheries (Northeast Atlantic),10.0
22,Ling,,"Ling, Blue Ling",Bottom trawls,Marine Stewardship Council Certified Fisheries (ISF Iceland),10.0
23,Ling,,"Ling, Cusk",Pots,Marine Stewardship Council Certified Fisheries (NFA Norwegian Ling & Tusk and NFA Norwegian Lumpfish),10.0
24,Ling,,"Ling, Cusk",Gillnets,Marine Stewardship Council Certified Fisheries (NFA Norwegian Ling & Tusk and NFA Norwegian Lumpfish),10.0
25,Ling,,"Ling, Cusk Cusk",Longlines,Marine Stewardship Council Certified Fisheries (Faroe Islands tusk & ling),10.0
26,Ling,,"Ling, Cusk Cusk",Pair trawls,Marine Stewardship Council Certified Fisheries (Faroe Islands tusk & ling),10.0
27,Ling,,"Ling, Cusk",Longlines,Marine Stewardship Council Certified Fisheries (NFA Norwegian Ling & Tusk and NFA Norwegian Lumpfish),10.0
28,Ling,,"Ling, Cusk Cusk",Handlines and pole-lines (hand-operated),Marine Stewardship Council Certified Fisheries (Faroe Islands tusk & ling),10.0
29,Ling,,"Ling, Cusk Cusk",Nephrops trawls,"Marine Stewardship Council Certified Fisheries (ISF Iceland golden redfish, blue ling and tusk)",10.0
30,Ling,,"Ling, Cusk Cusk",Longlines,"Marine Stewardship Council Certified Fisheries (ISF Iceland golden redfish, blue ling and tusk)",10.0
31,Ling,,"Ling, Cusk Cusk",Handlines and pole-lines (mechanized),"Marine Stewardship Council Certified Fisheries (ISF Iceland golden redfish, blue ling and tusk)",10.0
32,Ling,,"Ling, Cusk Cusk",Gillnets,"Marine Stewardship Council Certified Fisheries (ISF Iceland golden redfish, blue ling and tusk)",10.0
33,Ling,,"Ling, Cusk Cusk",Danish seines,"Marine Stewardship Council Certified Fisheries (ISF Iceland golden redfish, blue ling and tusk)",10.0
34,Ling,,"Ling, Cusk Cusk",Otter trawls,"Marine Stewardship Council Certified Fisheries (ISF Iceland golden redfish, blue ling and tusk)",10.0
35,Ling,,"Ling, Pink cusk-eel Ling, Pink Cusk-Eel",Bottom trawls,Marine Stewardship Council Certified Fisheries (New Zealand EEZ),10.0
36,Ling,,"Ling, Pink cusk-eel Ling, Pink Cusk-Eel",Bottom trawls,"Marine Stewardship Council Certified Fisheries (New Zealand hake, hoki, ling and Southern blue whiting)",10.0
37,Ling,,"Ling, Pink cusk-eel Ling, Pink Cusk-Eel",Longlines,"Marine Stewardship Council Certified Fisheries (New Zealand hake, hoki, ling and Southern blue whiting)",10.0
38,Ling,,"Ling, Pink cusk-eel Ling, Pink Cusk-Eel",Midwater trawls,"Marine Stewardship Council Certified Fisheries (New Zealand hake, hoki, ling and Southern blue whiting)",10.0
39,Ling,,"Ling, Pink cusk-eel Ling, Pink Cusk-Eel",Longlines,Marine Stewardship Council Certified Fisheries (New Zealand EEZ),10.0
0,Lingcod,BEST CHOICE,"Lingcod Blue Cod, Buffalo Cod, Cultus Cod, Kinmutsu, Ling",Set longlines,"U.S. - West Coast, Pacific Ocean (Open access longline, north of Lucia)",3.5839999999999996
1,Lingcod,BEST CHOICE,"Lingcod Blue Cod, Buffalo Cod, Cultus Cod, Kinmutsu, Ling",Set longlines,"Canada - British Columbia, Northeast Pacific Ocean (Inside Rockfish)",4.025
2,Lingcod,BEST CHOICE,"Lingcod Blue Cod, Buffalo Cod, Cultus Cod, Kinmutsu, Ling",Bottom trawls,"U.S. - West Coast, Pacific Ocean (IFQ trawl)",3.2739999999999996
3,Lingcod,GOOD ALTERNATIVE,"Lingcod Blue Cod, Buffalo Cod, Cultus Cod, Kinmutsu, Ling",Handlines and hand-operated pole-and-lines,"U.S. - West Coast, Pacific Ocean (Nearshore, north of 40° 10')",3.225
4,Lingcod,GOOD ALTERNATIVE,"Lingcod Blue Cod, Buffalo Cod, Cultus Cod, Kinmutsu, Ling",Set longlines,"Canada - British Columbia, Northeast Pacific Ocean (Outside Rockfish)",3.157
5,Lingcod,GOOD ALTERNATIVE,"Lingcod Blue Cod, Buffalo Cod, Cultus Cod, Kinmutsu, Ling",Handlines and hand-operated pole-and-lines,"U.S. - West Coast, Pacific Ocean (Nearshore, south of 40° 10')",2.9189999999999996
6,Lingcod,GOOD ALTERNATIVE,"Lingcod Blue Cod, Buffalo Cod, Cultus Cod, Kinmutsu, Ling",Bottom trawls,"Canada - British Columbia, Northeast Pacific Ocean (hard substrate)",2.67
7,Lingcod,GOOD ALTERNATIVE,"Lingcod Blue Cod, Buffalo Cod, Cultus Cod, Kinmutsu, Ling",Midwater trawls,"Canada - British Columbia, Northeast Pacific Ocean (Outside Rockfish)",2.838
8,Lingcod,GOOD ALTERNATIVE,"Lingcod Blue Cod, Buffalo Cod, Cultus Cod, Kinmutsu, Ling",Jig,"U.S. - Alaska, Northeast Pacific Ocean: Gulf of Alaska",2.7
9,Lingcod,GOOD ALTERNATIVE,"Lingcod Blue Cod, Buffalo Cod, Cultus Cod, Kinmutsu, Ling",Trolling lines,"Canada - British Columbia, Northeast Pacific Ocean",3.156
10,Lingcod,GOOD ALTERNATIVE,"Lingcod Blue Cod, Buffalo Cod, Cultus Cod, Kinmutsu, Ling",Jig,"Canada - British Columbia, Northeast Pacific Ocean (Outside Rockfish)",3.157
11,Lingcod,GOOD ALTERNATIVE,"Lingcod Blue Cod, Buffalo Cod, Cultus Cod, Kinmutsu, Ling",Trolling lines,"U.S. - Alaska, Northeast Pacific Ocean: Gulf of Alaska",2.529
12,Lingcod,GOOD ALTERNATIVE,"Lingcod Blue Cod, Buffalo Cod, Cultus Cod, Kinmutsu, Ling",Set longlines,"U.S. - Alaska, Northeast Pacific Ocean: Gulf of Alaska",2.588
13,Lingcod,,"Lingcod             Blue Cod, Buffalo Cod, Cultus Cod, Kinmutsu, Ling",Otter trawls,Marine Stewardship Council Certified Fisheries (US West Coast),10.0
0,Lionfish,BEST CHOICE,"Lionfish, Devil firefish                         Butterfly Cod, Firefish, Lionfish, Ornate Butterfly Cod, Peacock Lionfish, Red Firefish, Red Lionfish, Turkeyfish, Zebrafish",Hand implements,U.S. - Western Central Atlantic Ocean: Gulf of Mexico),4.47
1,Lionfish,BEST CHOICE,"Lionfish, Devil firefish                         Butterfly Cod, Firefish, Lionfish, Ornate Butterfly Cod, Peacock Lionfish, Red Firefish, Red Lionfish, Turkeyfish, Zebrafish",Traps (unspecified),U.S. - Western Central Atlantic Ocean: Gulf of Mexico,3.42
2,Lionfish,BEST CHOICE,"Lionfish, Devil firefish                         Butterfly Cod, Firefish, Lionfish, Ornate Butterfly Cod, Peacock Lionfish, Red Firefish, Red Lionfish, Turkeyfish, Zebrafish",Hand implements,U.S. - Western Central Atlantic Ocean (excluding U.S. Gulf of Mexico),4.47
3,Lionfish,BEST CHOICE,"Lionfish, Devil firefish                         Butterfly Cod, Firefish, Lionfish, Ornate Butterfly Cod, Peacock Lionfish, Red Firefish, Red Lionfish, Turkeyfish, Zebrafish",Traps (unspecified),U.S. - Western Central Atlantic Ocean (excluding U.S. Gulf of Mexico),3.42
4,Lionfish,BEST CHOICE,"Lionfish, Red                         Butterfly Cod, Devil Firefish, Firefish, Lionfish, Ornate Butterfly Cod, Peacock Lionfish, Red Firefish, Red Lionfish, Turkeyfish, Zebrafish",Hand implements,U.S. - Western Central Atlantic Ocean: Gulf of Mexico,4.47
5,Lionfish,BEST CHOICE,"Lionfish, Red                         Butterfly Cod, Devil Firefish, Firefish, Lionfish, Ornate Butterfly Cod, Peacock Lionfish, Red Firefish, Red Lionfish, Turkeyfish, Zebrafish",Traps (unspecified),U.S. - Western Central Atlantic Ocean: Gulf of Mexico,3.42
6,Lionfish,BEST CHOICE,"Lionfish, Red                         Butterfly Cod, Devil Firefish, Firefish, Lionfish, Ornate Butterfly Cod, Peacock Lionfish, Red Firefish, Red Lionfish, Turkeyfish, Zebrafish",Hand implements,U.S. - Western Central Atlantic Ocean (excluding U.S. Gulf of Mexico),4.47
7,Lionfish,BEST CHOICE,"Lionfish, Red                         Butterfly Cod, Devil Firefish, Firefish, Lionfish, Ornate Butterfly Cod, Peacock Lionfish, Red Firefish, Red Lionfish, Turkeyfish, Zebrafish",Traps (unspecified),U.S. - Western Central Atlantic Ocean (excluding U.S. Gulf of Mexico),3.42
0,Lobster,GOOD ALTERNATIVE,"Lobster, American                         Atlantic Lobster, Canadian Lobster, Maine Lobster",Pots,Canada - Northwest Atlantic Ocean: Southern Gulf of St. Lawrence,2.423
1,Lobster,GOOD ALTERNATIVE,"Lobster, American                         Atlantic Lobster, Canadian Lobster, Maine Lobster",Traps (unspecified),U.S. - Northwest Atlantic Ocean: Gulf of Maine,2.28
2,Lobster,GOOD ALTERNATIVE,"Lobster, American                         Atlantic Lobster, Canadian Lobster, Maine Lobster",Pots,Canada - Northwest Atlantic Ocean: Quebec Gulf and Northern Gulf of St. Lawrence,2.423
3,Lobster,GOOD ALTERNATIVE,"Lobster, American                         Atlantic Lobster, Canadian Lobster, Maine Lobster",Pots,Canada - Northwest Atlantic Ocean (Southwest Nova Scotia and Bay of Fundy),2.423
4,Lobster,GOOD ALTERNATIVE,"Lobster, American                         Atlantic Lobster, Canadian Lobster, Maine Lobster",Pots,"Canada - Nova Scotia, Northwest Atlantic Ocean (Eastern Cape Breton)",2.289
5,Lobster,GOOD ALTERNATIVE,"Lobster, American                         Atlantic Lobster, Canadian Lobster, Maine Lobster",Pots,"Canada - Newfoundland and Labrador, Northwest Atlantic Ocean",2.289
6,Lobster,GOOD ALTERNATIVE,"Lobster, American                         Atlantic Lobster, Canadian Lobster, Maine Lobster",Traps (unspecified),U.S. - Northwest Atlantic Ocean: Georges Bank,2.28
7,Lobster,GOOD ALTERNATIVE,"Lobster, California Spiny                         Bug, Crawfish, Red Lobster, Rock Lobster, Spiny Lobster",Pots,"U.S. - California, Eastern Central Pacific Ocean",2.513
8,Lobster,GOOD ALTERNATIVE,"Lobster, Caribbean Spiny                         Bermuda Spiny Lobster, Common Spiny Lobster, Crawfish, Florida Spiny Lobster, Rock Lobster, Spiny Lobster, West Indian Spiny Lobster",Pots,"U.S. - Florida, Western Central Atlantic Ocean: Caribbean Sea",2.7
9,Lobster,GOOD ALTERNATIVE,"Lobster, Caribbean Spiny                         Bermuda Spiny Lobster, Common Spiny Lobster, Crawfish, Florida Spiny Lobster, Rock Lobster, Spiny Lobster, West Indian Spiny Lobster",Diving,Mexico  - Western Central Atlantic Ocean: Caribbean Sea (Quintana Roo South),2.61
10,Lobster,GOOD ALTERNATIVE,"Lobster, Norway                         Deepsea Lobster, Dublin Bay Prawn, Nephrops, Norwegian Lobster",Bottom trawls,France - Northeast Atlantic Ocean: Bay of Biscay,2.6630000000000003
11,Lobster,GOOD ALTERNATIVE,"Lobster, Norway                         Deepsea Lobster, Dublin Bay Prawn, Nephrops, Norwegian Lobster",Traps (unspecified),The United Kingdom of Great Britain and Northern Ireland - Northeast Atlantic Ocean (Scotland),2.537
12,Lobster,AVOID,"Lobster, American                         Atlantic Lobster, Canadian Lobster, Maine Lobster",Traps (unspecified),U.S. - Northwest Atlantic Ocean: Southern New England,1.72
13,Lobster,AVOID,"Lobster, Caribbean Spiny                         Bermuda Spiny Lobster, Common Spiny Lobster, Crawfish, Florida Spiny Lobster, Rock Lobster, Spiny Lobster, West Indian Spiny Lobster",Diving,Belize - Western Central Atlantic Ocean: Caribbean Sea,1.795
14,Lobster,AVOID,"Lobster, Caribbean Spiny                         Bermuda Spiny Lobster, Common Spiny Lobster, Crawfish, Florida Spiny Lobster, Rock Lobster, Spiny Lobster, West Indian Spiny Lobster",Traps,Mexico - Western Central Atlantic Ocean: Gulf of Mexico (Yucatan),1.986
15,Lobster,AVOID,"Lobster, Caribbean Spiny                         Bermuda Spiny Lobster, Common Spiny Lobster, Crawfish, Florida Spiny Lobster, Rock Lobster, Spiny Lobster, West Indian Spiny Lobster",Pots,Brazil - Southwest Atlantic Ocean,0.0
16,Lobster,AVOID,"Lobster, Caribbean Spiny                         Bermuda Spiny Lobster, Common Spiny Lobster, Crawfish, Florida Spiny Lobster, Rock Lobster, Spiny Lobster, West Indian Spiny Lobster",Pots,Belize - Western Central Atlantic Ocean: Caribbean Sea,1.646
17,Lobster,AVOID,"Lobster, Caribbean Spiny                         Bermuda Spiny Lobster, Common Spiny Lobster, Crawfish, Florida Spiny Lobster, Rock Lobster, Spiny Lobster, West Indian Spiny Lobster",Diving,Honduras - Western Central Atlantic Ocean: Caribbean Sea,1.739
18,Lobster,AVOID,"Lobster, Caribbean Spiny                         Bermuda Spiny Lobster, Common Spiny Lobster, Crawfish, Florida Spiny Lobster, Rock Lobster, Spiny Lobster, West Indian Spiny Lobster",Diving,Nicaragua - Western Central Atlantic Ocean: Caribbean Sea,1.8030000000000002
19,Lobster,AVOID,"Lobster, Caribbean Spiny                         Bermuda Spiny Lobster, Common Spiny Lobster, Crawfish, Florida Spiny Lobster, Rock Lobster, Spiny Lobster, West Indian Spiny Lobster",Pots,Nicaragua - Western Central Atlantic Ocean: Caribbean Sea,1.765
20,Lobster,AVOID,"Lobster, Caribbean Spiny                         Bermuda Spiny Lobster, Common Spiny Lobster, Crawfish, Florida Spiny Lobster, Rock Lobster, Spiny Lobster, West Indian Spiny Lobster",Diving,Mexico - Western Central Atlantic Ocean: Caribbean Sea (Yucatan and Quintana Roo North),2.359
21,Lobster,AVOID,"Lobster, Caribbean Spiny                         Bermuda Spiny Lobster, Common Spiny Lobster, Crawfish, Florida Spiny Lobster, Rock Lobster, Spiny Lobster, West Indian Spiny Lobster",Pots,Honduras - Western Central Atlantic Ocean: Caribbean Sea,1.484
22,Lobster,AVOID,"Lobster, Norway                         Deepsea Lobster, Dublin Bay Prawn, Nephrops, Norwegian Lobster",Bottom trawls,The United Kingdom of Great Britain and Northern Ireland - Northeast Atlantic Ocean (Scotland),2.193
23,Lobster,AVOID,"Lobster, Norway                         Deepsea Lobster, Dublin Bay Prawn, Nephrops, Norwegian Lobster",Bottom trawls,Northeast Atlantic Ocean: Celtic Sea,1.972
24,Lobster,AVOID,"Lobster, Norway                         Deepsea Lobster, Dublin Bay Prawn, Nephrops, Norwegian Lobster",Bottom trawls,Northeast Atlantic Ocean: North Sea,1.774
25,Lobster,AVOID,"Lobster, Norway                         Deepsea Lobster, Dublin Bay Prawn, Nephrops, Norwegian Lobster",Bottom trawls,Portugal - Northeast  Atlantic Ocean,2.025
26,Lobster,AVOID,"Lobster, Norway                         Deepsea Lobster, Dublin Bay Prawn, Nephrops, Norwegian Lobster",Bottom trawls,Spain - Northeast Atlantic Ocean,2.025
27,Lobster,AVOID,"Lobster, Norway                         Deepsea Lobster, Dublin Bay Prawn, Nephrops, Norwegian Lobster",Traps (unspecified),Northeast Atlantic Ocean: Kattegat Bay,2.371
28,Lobster,AVOID,"Lobster, Norway                         Deepsea Lobster, Dublin Bay Prawn, Nephrops, Norwegian Lobster",Bottom trawls,Northeast Atlantic Ocean: Kattegat Bay,2.0869999999999997
29,Lobster,,"Lobster, American              Atlantic Lobster, Canadian Lobster, Maine Lobster",Traps,Marine Stewardship Council Certified Fisheries (Eastern Canada Offshore),10.0
30,Lobster,,"Lobster, American              Atlantic Lobster, Canadian Lobster, Maine Lobster",Pots,Marine Stewardship Council Certified Fisheries (Gulf of Maine),10.0
31,Lobster,,"Lobster, American             Atlantic Lobster, Canadian Lobster, Maine Lobster",Pots,Marine Stewardship Council Certified Fisheries (Iles-de-la-Madeleine),10.0
32,Lobster,,"Lobster, Blue Squat             Langostino, Langostino Amarillo, Langostino Lobster, Squat Lobster, Yellow Squat Lobster",Bottom trawls,Marine Stewardship Council Certified Fisheries (Chile AIP),10.0
